Genre	Global_Sales
Sports	0.17
Action	0.17
Action	0.17
Sports	0.17
Action	0.17
Sports	0.17
Platform	0.17
Adventure	0.17
Platform	0.17
Action	0.17
Adventure	0.17
Misc	0.17
Sports	0.17
Fighting	0.17
Adventure	0.17
Misc	0.17
Shooter	0.17
Sports	0.17
Sports	0.17
Sports	0.17
Role-Playing	0.17
Sports	0.17
Action	0.17
Strategy	0.17
Action	0.17
Sports	0.17
Fighting	0.17
Role-Playing	0.17
Sports	0.17
Action	0.17
Sports	0.17
Simulation	0.17
Action	0.17
Sports	0.17
Fighting	0.17
Puzzle	0.17
Sports	0.17
Action	0.17
Platform	0.17
Role-Playing	0.17
Sports	0.17
Action	0.17
Action	0.17
Shooter	0.17
Platform	0.17
Action	0.17
Action	0.17
Sports	0.17
Shooter	0.17
Misc	0.17
Action	0.17
Fighting	0.17
Puzzle	0.17
Platform	0.17
Sports	0.17
Fighting	0.17
Action	0.17
Adventure	0.17
Action	0.17
Strategy	0.17
Adventure	0.17
Shooter	0.17
Shooter	0.17
Shooter	0.17
Platform	0.17
Racing	0.17
Strategy	0.17
Misc	0.17
Action	0.17
Sports	0.17
Action	0.17
Role-Playing	0.17
Strategy	0.17
Action	0.17
Sports	0.17
Action	0.17
Action	0.17
Sports	0.17
Action	0.17
Fighting	0.17
Action	0.17
Role-Playing	0.17
Role-Playing	0.17
Misc	0.17
Strategy	0.17
Platform	0.17
Platform	0.17
Action	0.17
Sports	0.17
Sports	0.17
Action	0.17
Sports	0.17
Action	0.17
Role-Playing	0.17
Sports	0.17
Action	0.17
Racing	0.17
Fighting	0.17
Action	0.17
Sports	0.17
Puzzle	0.17
Action	0.17
Misc	0.17
Sports	0.17
Action	0.17
Action	0.17
Action	0.17
Platform	0.17
Misc	0.17
Puzzle	0.17
Misc	0.17
Action	0.17
Action	0.17
Racing	0.17
Misc	0.17
Racing	0.17
Adventure	0.17
Shooter	0.17
Action	0.17
Misc	0.17
Simulation	0.17
Misc	0.17
Role-Playing	0.17
Sports	0.17
Action	0.17
Misc	0.17
Adventure	0.17
Action	0.17
Strategy	0.17
Sports	0.17
Role-Playing	0.17
Misc	0.17
Sports	0.17
Adventure	0.17
Misc	0.17
Role-Playing	0.17
Adventure	0.17
Action	0.17
Sports	0.17
Action	0.17
Puzzle	0.17
Misc	0.17
Action	0.17
Action	0.17
Action	0.17
Action	0.17
Misc	0.17
Simulation	0.17
Misc	0.17
Shooter	0.17
Shooter	0.17
Action	0.17
Action	0.17
Action	0.17
Fighting	0.17
Racing	0.17
Sports	0.17
Racing	0.17
Action	0.17
Shooter	0.17
Fighting	0.17
Platform	0.17
Role-Playing	0.17
Sports	0.17
Shooter	0.17
Racing	0.17
Sports	0.17
Misc	0.17
Action	0.17
Role-Playing	0.17
Racing	0.17
Action	0.17
Sports	0.17
Misc	0.17
Fighting	0.17
Adventure	0.17
Action	0.17
Sports	0.17
Sports	0.17
Platform	0.17
Misc	0.17
Racing	0.17
Platform	0.17
Role-Playing	0.17
Simulation	0.17
Misc	0.17
Racing	0.17
Role-Playing	0.17
Action	0.17
Fighting	0.17
Puzzle	0.17
Action	0.17
Action	0.17
Role-Playing	0.17
Role-Playing	0.17
Racing	0.17
Sports	0.17
Racing	0.17
Shooter	0.17
Strategy	0.17
Misc	0.17
Adventure	0.17
Sports	0.17
Misc	0.17
Fighting	0.17
Role-Playing	0.17
Shooter	0.17
Shooter	0.17
Action	0.17
Sports	0.17
Action	0.17
Shooter	0.17
Misc	0.17
Misc	0.17
Adventure	0.17
Misc	0.17
Platform	0.17
Action	0.17
Sports	0.17
Action	0.17
Action	0.17
Role-Playing	0.17
Role-Playing	0.17
Simulation	0.17
Misc	0.17
Sports	0.17
Action	0.17
Sports	0.17
Adventure	0.17
Simulation	0.17
Action	0.17
Racing	0.17
Role-Playing	0.17
Sports	0.17
Action	0.17
Action	0.17
Action	0.17
Action	0.17
Shooter	0.17
Strategy	0.16
Role-Playing	0.16
Platform	0.16
Action	0.16
Strategy	0.16
Action	0.16
Role-Playing	0.16
Racing	0.16
Role-Playing	0.16
Racing	0.16
Puzzle	0.16
Racing	0.16
Role-Playing	0.16
Action	0.16
Adventure	0.16
Shooter	0.16
Sports	0.16
Role-Playing	0.16
Action	0.16
Racing	0.16
Misc	0.16
Shooter	0.16
Action	0.16
Role-Playing	0.16
Action	0.16
Sports	0.16
Action	0.16
Racing	0.16
Fighting	0.16
Fighting	0.16
Action	0.16
Action	0.16
Shooter	0.16
Sports	0.16
Platform	0.16
Misc	0.16
Simulation	0.16
Adventure	0.16
Action	0.16
Action	0.16
Racing	0.16
Action	0.16
Strategy	0.16
Action	0.16
Action	0.16
Simulation	0.16
Adventure	0.16
Action	0.16
Fighting	0.16
Adventure	0.16
Action	0.16
Role-Playing	0.16
Action	0.16
Role-Playing	0.16
Misc	0.16
Sports	0.16
Sports	0.16
Misc	0.16
Racing	0.16
Strategy	0.16
Sports	0.16
Racing	0.16
Strategy	0.16
Simulation	0.16
Misc	0.16
Sports	0.16
Sports	0.16
Action	0.16
Adventure	0.16
Role-Playing	0.16
Racing	0.16
Misc	0.16
Sports	0.16
Simulation	0.16
Racing	0.16
Shooter	0.16
Misc	0.16
Platform	0.16
Action	0.16
Puzzle	0.16
Misc	0.16
Adventure	0.16
Action	0.16
Action	0.16
Platform	0.16
Adventure	0.16
Strategy	0.16
Shooter	0.16
Action	0.16
Sports	0.16
Action	0.16
Sports	0.16
Adventure	0.16
Sports	0.16
Platform	0.16
Action	0.16
Strategy	0.16
Role-Playing	0.16
Sports	0.16
Shooter	0.16
Misc	0.16
Racing	0.16
Fighting	0.16
Sports	0.16
Fighting	0.16
Misc	0.16
Strategy	0.16
Action	0.16
Sports	0.16
Fighting	0.16
Adventure	0.16
Action	0.16
Sports	0.16
Strategy	0.16
Simulation	0.16
Sports	0.16
Action	0.16
Sports	0.16
Action	0.16
Sports	0.16
Fighting	0.16
Shooter	0.16
Action	0.16
Sports	0.16
Fighting	0.16
Racing	0.16
Shooter	0.16
Strategy	0.16
Racing	0.16
Action	0.16
Misc	0.16
Simulation	0.16
Role-Playing	0.16
Puzzle	0.16
Action	0.16
Misc	0.16
Simulation	0.16
Racing	0.16
Simulation	0.16
Fighting	0.16
Adventure	0.16
Role-Playing	0.16
Sports	0.16
Shooter	0.16
Sports	0.16
Simulation	0.16
Sports	0.16
Sports	0.16
Adventure	0.16
Simulation	0.16
Action	0.16
Action	0.16
Action	0.16
Adventure	0.16
Role-Playing	0.16
Shooter	0.16
Sports	0.16
Sports	0.16
Sports	0.16
Misc	0.16
Sports	0.16
Misc	0.16
Racing	0.16
Fighting	0.16
Sports	0.16
Action	0.16
Action	0.16
Sports	0.16
Action	0.16
Misc	0.16
Action	0.16
Fighting	0.16
Sports	0.16
Adventure	0.16
Misc	0.16
Strategy	0.16
Adventure	0.16
Racing	0.16
Fighting	0.16
Sports	0.16
Racing	0.16
Racing	0.16
Misc	0.16
Puzzle	0.16
Misc	0.16
Action	0.16
Adventure	0.16
Misc	0.16
Sports	0.16
Sports	0.16
Sports	0.16
Shooter	0.16
Misc	0.16
Misc	0.16
Action	0.16
Role-Playing	0.16
Adventure	0.16
Misc	0.16
Sports	0.16
Sports	0.16
Action	0.16
Fighting	0.16
Shooter	0.16
Puzzle	0.16
Misc	0.16
Adventure	0.16
Shooter	0.16
Strategy	0.16
Sports	0.16
Adventure	0.16
Strategy	0.16
Sports	0.16
Fighting	0.16
Misc	0.16
Misc	0.16
Role-Playing	0.16
Racing	0.16
Misc	0.16
Simulation	0.16
Action	0.16
Action	0.16
Racing	0.16
Shooter	0.16
Racing	0.16
Puzzle	0.16
Sports	0.16
Fighting	0.16
Sports	0.16
Sports	0.16
Shooter	0.16
Shooter	0.16
Adventure	0.16
Role-Playing	0.16
Puzzle	0.16
Misc	0.16
Role-Playing	0.16
Action	0.16
Action	0.16
Action	0.16
Misc	0.16
Action	0.16
Simulation	0.16
Misc	0.16
Action	0.16
Action	0.16
Action	0.16
Action	0.16
Action	0.16
Puzzle	0.16
Platform	0.16
Racing	0.16
Action	0.16
Sports	0.16
Action	0.16
Sports	0.16
Racing	0.15
Misc	0.15
Racing	0.15
Fighting	0.15
Simulation	0.15
Fighting	0.15
Racing	0.15
Sports	0.15
Racing	0.15
Shooter	0.15
Platform	0.15
Shooter	0.15
Racing	0.15
Adventure	0.15
Action	0.15
Puzzle	0.15
Misc	0.15
Puzzle	0.15
Action	0.15
Shooter	0.15
Racing	0.15
Racing	0.15
Sports	0.15
Role-Playing	0.15
Role-Playing	0.15
Platform	0.15
Strategy	0.15
Sports	0.15
Sports	0.15
Platform	0.15
Adventure	0.15
Simulation	0.15
Sports	0.15
Sports	0.15
Racing	0.15
Sports	0.15
Puzzle	0.15
Action	0.15
Role-Playing	0.15
Racing	0.15
Misc	0.15
Puzzle	0.15
Action	0.15
Puzzle	0.15
Sports	0.15
Sports	0.15
Action	0.15
Racing	0.15
Action	0.15
Action	0.15
Simulation	0.15
Strategy	0.15
Action	0.15
Action	0.15
Misc	0.15
Fighting	0.15
Platform	0.15
Racing	0.15
Action	0.15
Shooter	0.15
Racing	0.15
Sports	0.15
Misc	0.15
Strategy	0.15
Shooter	0.15
Shooter	0.15
Simulation	0.15
Adventure	0.15
Platform	0.15
Sports	0.15
Simulation	0.15
Racing	0.15
Action	0.15
Strategy	0.15
Role-Playing	0.15
Platform	0.15
Action	0.15
Action	0.15
Action	0.15
Puzzle	0.15
Sports	0.15
Sports	0.15
Adventure	0.15
Misc	0.15
Sports	0.15
Platform	0.15
Action	0.15
Sports	0.15
Action	0.15
Action	0.15
Shooter	0.15
Action	0.15
Action	0.15
Fighting	0.15
Role-Playing	0.15
Action	0.15
Action	0.15
Puzzle	0.15
Action	0.15
Sports	0.15
Shooter	0.15
Adventure	0.15
Action	0.15
Role-Playing	0.15
Puzzle	0.15
Sports	0.15
Simulation	0.15
Action	0.15
Platform	0.15
Misc	0.15
Sports	0.15
Misc	0.15
Fighting	0.15
Role-Playing	0.15
Adventure	0.15
Shooter	0.15
Adventure	0.15
Role-Playing	0.15
Sports	0.15
Sports	0.15
Shooter	0.15
Action	0.15
Misc	0.15
Shooter	0.15
Fighting	0.15
Sports	0.15
Role-Playing	0.15
Fighting	0.15
Action	0.15
Action	0.15
Action	0.15
Misc	0.15
Misc	0.15
Racing	0.15
Role-Playing	0.15
Simulation	0.15
Sports	0.15
Action	0.15
Role-Playing	0.15
Role-Playing	0.15
Simulation	0.15
Action	0.15
Shooter	0.15
Sports	0.15
Platform	0.15
Sports	0.15
Platform	0.15
Adventure	0.15
Fighting	0.15
Role-Playing	0.15
Sports	0.15
Action	0.15
Simulation	0.15
Action	0.15
Fighting	0.15
Racing	0.15
Role-Playing	0.15
Adventure	0.15
Sports	0.15
Puzzle	0.15
Action	0.15
Shooter	0.15
Racing	0.15
Shooter	0.15
Action	0.15
Sports	0.15
Shooter	0.15
Action	0.15
Puzzle	0.15
Action	0.15
Misc	0.15
Strategy	0.15
Sports	0.15
Action	0.15
Sports	0.15
Sports	0.15
Racing	0.15
Action	0.15
Racing	0.15
Action	0.15
Misc	0.15
Simulation	0.15
Adventure	0.15
Misc	0.15
Fighting	0.15
Misc	0.15
Fighting	0.15
Role-Playing	0.15
Shooter	0.15
Racing	0.15
Action	0.15
Adventure	0.15
Fighting	0.15
Action	0.15
Fighting	0.15
Sports	0.15
Puzzle	0.15
Sports	0.15
Puzzle	0.15
Sports	0.15
Adventure	0.15
Sports	0.15
Misc	0.15
Shooter	0.15
Action	0.15
Action	0.15
Adventure	0.15
Sports	0.15
Platform	0.15
Adventure	0.15
Simulation	0.15
Role-Playing	0.15
Racing	0.15
Sports	0.15
Misc	0.15
Action	0.15
Misc	0.15
Fighting	0.15
Sports	0.15
Action	0.15
Racing	0.15
Action	0.15
Racing	0.15
Platform	0.15
Strategy	0.15
Adventure	0.15
Platform	0.15
Simulation	0.15
Action	0.15
Adventure	0.15
Action	0.15
Role-Playing	0.15
Sports	0.15
Role-Playing	0.15
Sports	0.15
Platform	0.15
Action	0.15
Shooter	0.15
Role-Playing	0.15
Adventure	0.15
Shooter	0.15
Misc	0.15
Role-Playing	0.15
Platform	0.15
Shooter	0.15
Sports	0.15
Misc	0.15
Misc	0.15
Sports	0.15
Sports	0.15
Racing	0.15
Misc	0.15
Shooter	0.15
Simulation	0.15
Action	0.15
Racing	0.15
Misc	0.15
Role-Playing	0.15
Racing	0.15
Role-Playing	0.15
Misc	0.15
Sports	0.15
Puzzle	0.15
Sports	0.15
Fighting	0.15
Misc	0.15
Role-Playing	0.15
Racing	0.15
Strategy	0.15
Misc	0.15
Fighting	0.15
Role-Playing	0.15
Action	0.15
Action	0.15
Action	0.15
Shooter	0.15
Sports	0.15
Role-Playing	0.14
Action	0.14
Role-Playing	0.14
Role-Playing	0.14
Platform	0.14
Adventure	0.14
Fighting	0.14
Misc	0.14
Action	0.14
Sports	0.14
Racing	0.14
Role-Playing	0.14
Platform	0.14
Puzzle	0.14
Sports	0.14
Action	0.14
Role-Playing	0.14
Sports	0.14
Shooter	0.14
Action	0.14
Adventure	0.14
Strategy	0.14
Platform	0.14
Action	0.14
Action	0.14
Action	0.14
Simulation	0.14
Puzzle	0.14
Racing	0.14
Adventure	0.14
Role-Playing	0.14
Action	0.14
Action	0.14
Action	0.14
Platform	0.14
Role-Playing	0.14
Action	0.14
Misc	0.14
Racing	0.14
Action	0.14
Platform	0.14
Action	0.14
Role-Playing	0.14
Puzzle	0.14
Action	0.14
Fighting	0.14
Racing	0.14
Misc	0.14
Adventure	0.14
Action	0.14
Adventure	0.14
Role-Playing	0.14
Action	0.14
Shooter	0.14
Racing	0.14
Action	0.14
Action	0.14
Simulation	0.14
Misc	0.14
Role-Playing	0.14
Puzzle	0.14
Action	0.14
Strategy	0.14
Racing	0.14
Action	0.14
Strategy	0.14
Misc	0.14
Sports	0.14
Platform	0.14
Shooter	0.14
Sports	0.14
Fighting	0.14
Role-Playing	0.14
Racing	0.14
Fighting	0.14
Sports	0.14
Role-Playing	0.14
Adventure	0.14
Action	0.14
Misc	0.14
Simulation	0.14
Role-Playing	0.14
Action	0.14
Role-Playing	0.14
Sports	0.14
Sports	0.14
Role-Playing	0.14
Action	0.14
Simulation	0.14
Role-Playing	0.14
Misc	0.14
Role-Playing	0.14
Shooter	0.14
Action	0.14
Role-Playing	0.14
Action	0.14
Misc	0.14
Role-Playing	0.14
Racing	0.14
Action	0.14
Fighting	0.14
Action	0.14
Role-Playing	0.14
Fighting	0.14
Shooter	0.14
Puzzle	0.14
Sports	0.14
Role-Playing	0.14
Sports	0.14
Sports	0.14
Action	0.14
Adventure	0.14
Action	0.14
Action	0.14
Role-Playing	0.14
Role-Playing	0.14
Action	0.14
Platform	0.14
Action	0.14
Action	0.14
Puzzle	0.14
Adventure	0.14
Platform	0.14
Racing	0.14
Simulation	0.14
Action	0.14
Shooter	0.14
Action	0.14
Sports	0.14
Adventure	0.14
Role-Playing	0.14
Racing	0.14
Strategy	0.14
Action	0.14
Sports	0.14
Sports	0.14
Adventure	0.14
Racing	0.14
Action	0.14
Simulation	0.14
Fighting	0.14
Platform	0.14
Platform	0.14
Action	0.14
Role-Playing	0.14
Strategy	0.14
Action	0.14
Sports	0.14
Shooter	0.14
Strategy	0.14
Action	0.14
Action	0.14
Sports	0.14
Sports	0.14
Misc	0.14
Role-Playing	0.14
Misc	0.14
Role-Playing	0.14
Action	0.14
Racing	0.14
Sports	0.14
Role-Playing	0.14
Action	0.14
Role-Playing	0.14
Fighting	0.14
Fighting	0.14
Misc	0.14
Shooter	0.14
Sports	0.14
Shooter	0.14
Adventure	0.14
Fighting	0.14
Sports	0.14
Sports	0.14
Adventure	0.14
Simulation	0.14
Platform	0.14
Action	0.14
Puzzle	0.14
Racing	0.14
Action	0.14
Action	0.14
Fighting	0.14
Action	0.14
Action	0.14
Racing	0.14
Adventure	0.14
Action	0.14
Adventure	0.14
Role-Playing	0.14
Misc	0.14
Action	0.14
Sports	0.14
Platform	0.14
Sports	0.14
Strategy	0.14
Adventure	0.14
Sports	0.14
Sports	0.14
Action	0.14
Action	0.14
Misc	0.14
Sports	0.14
Fighting	0.14
Adventure	0.14
Misc	0.14
Shooter	0.14
Action	0.14
Misc	0.14
Platform	0.14
Action	0.14
Platform	0.14
Misc	0.14
Action	0.14
Simulation	0.14
Adventure	0.14
Sports	0.14
Fighting	0.14
Action	0.14
Sports	0.14
Racing	0.14
Sports	0.14
Puzzle	0.14
Strategy	0.14
Action	0.14
Fighting	0.14
Misc	0.14
Misc	0.14
Adventure	0.14
Role-Playing	0.14
Adventure	0.14
Platform	0.14
Fighting	0.14
Sports	0.14
Misc	0.14
Action	0.14
Misc	0.14
Simulation	0.14
Sports	0.14
Misc	0.14
Sports	0.14
Racing	0.14
Misc	0.14
Racing	0.14
Action	0.14
Sports	0.14
Shooter	0.14
Role-Playing	0.14
Action	0.14
Puzzle	0.14
Sports	0.14
Puzzle	0.14
Puzzle	0.14
Role-Playing	0.14
Simulation	0.14
Misc	0.14
Misc	0.14
Action	0.14
Puzzle	0.14
Racing	0.14
Action	0.14
Misc	0.14
Action	0.14
Shooter	0.14
Racing	0.14
Sports	0.14
Fighting	0.14
Fighting	0.14
Action	0.14
Adventure	0.14
Shooter	0.14
Misc	0.14
Misc	0.14
Action	0.14
Action	0.14
Adventure	0.14
Simulation	0.14
Action	0.14
Sports	0.14
Misc	0.14
Puzzle	0.14
Racing	0.14
Strategy	0.14
Role-Playing	0.14
Simulation	0.14
Racing	0.14
Puzzle	0.14
Strategy	0.14
Misc	0.14
Puzzle	0.14
Racing	0.14
Puzzle	0.14
Sports	0.14
Sports	0.14
Racing	0.14
Sports	0.14
Role-Playing	0.14
Misc	0.14
Sports	0.14
Role-Playing	0.14
Sports	0.14
Misc	0.14
Sports	0.14
Simulation	0.14
Racing	0.14
Strategy	0.14
Action	0.14
Shooter	0.14
Puzzle	0.14
Platform	0.14
Fighting	0.14
Shooter	0.14
Action	0.14
Role-Playing	0.14
Misc	0.14
Action	0.14
Sports	0.14
Platform	0.14
Shooter	0.14
Simulation	0.14
Sports	0.14
Shooter	0.14
Sports	0.14
Misc	0.14
Shooter	0.14
Action	0.14
Sports	0.14
Sports	0.14
Adventure	0.14
Sports	0.14
Strategy	0.14
Fighting	0.14
Role-Playing	0.14
Action	0.14
Sports	0.14
Misc	0.14
Misc	0.13
Shooter	0.13
Racing	0.13
Misc	0.13
Sports	0.13
Role-Playing	0.13
Shooter	0.13
Strategy	0.13
Action	0.13
Action	0.13
Platform	0.13
Adventure	0.13
Sports	0.13
Sports	0.13
Role-Playing	0.13
Platform	0.13
Action	0.13
Action	0.13
Sports	0.13
Misc	0.13
Misc	0.13
Action	0.13
Action	0.13
Role-Playing	0.13
Sports	0.13
Fighting	0.13
Misc	0.13
Sports	0.13
Sports	0.13
Misc	0.13
Puzzle	0.13
Platform	0.13
Misc	0.13
Misc	0.13
Role-Playing	0.13
Racing	0.13
Strategy	0.13
Simulation	0.13
Platform	0.13
Fighting	0.13
Action	0.13
Action	0.13
Action	0.13
Action	0.13
Role-Playing	0.13
Action	0.13
Misc	0.13
Role-Playing	0.13
Fighting	0.13
Action	0.13
Misc	0.13
Action	0.13
Role-Playing	0.13
Role-Playing	0.13
Sports	0.13
Misc	0.13
Role-Playing	0.13
Sports	0.13
Role-Playing	0.13
Platform	0.13
Shooter	0.13
Action	0.13
Sports	0.13
Sports	0.13
Sports	0.13
Sports	0.13
Racing	0.13
Shooter	0.13
Action	0.13
Misc	0.13
Misc	0.13
Platform	0.13
Racing	0.13
Action	0.13
Role-Playing	0.13
Shooter	0.13
Sports	0.13
Adventure	0.13
Sports	0.13
Adventure	0.13
Misc	0.13
Simulation	0.13
Action	0.13
Strategy	0.13
Sports	0.13
Role-Playing	0.13
Fighting	0.13
Action	0.13
Action	0.13
Fighting	0.13
Action	0.13
Sports	0.13
Action	0.13
Sports	0.13
Action	0.13
Adventure	0.13
Sports	0.13
Platform	0.13
Role-Playing	0.13
Action	0.13
Action	0.13
Racing	0.13
Sports	0.13
Strategy	0.13
Misc	0.13
Misc	0.13
Platform	0.13
Adventure	0.13
Shooter	0.13
Action	0.13
Sports	0.13
Misc	0.13
Adventure	0.13
Shooter	0.13
Shooter	0.13
Sports	0.13
Role-Playing	0.13
Adventure	0.13
Role-Playing	0.13
Adventure	0.13
Sports	0.13
Platform	0.13
Shooter	0.13
Sports	0.13
Fighting	0.13
Role-Playing	0.13
Platform	0.13
Action	0.13
Misc	0.13
Racing	0.13
Racing	0.13
Strategy	0.13
Role-Playing	0.13
Misc	0.13
Sports	0.13
Platform	0.13
Misc	0.13
Simulation	0.13
Simulation	0.13
Shooter	0.13
Sports	0.13
Simulation	0.13
Misc	0.13
Racing	0.13
Fighting	0.13
Role-Playing	0.13
Fighting	0.13
Role-Playing	0.13
Simulation	0.13
Role-Playing	0.13
Shooter	0.13
Sports	0.13
Platform	0.13
Misc	0.13
Sports	0.13
Action	0.13
Misc	0.13
Racing	0.13
Sports	0.13
Strategy	0.13
Action	0.13
Racing	0.13
Adventure	0.13
Platform	0.13
Shooter	0.13
Racing	0.13
Sports	0.13
Simulation	0.13
Misc	0.13
Action	0.13
Strategy	0.13
Sports	0.13
Action	0.13
Sports	0.13
Sports	0.13
Racing	0.13
Platform	0.13
Action	0.13
Action	0.13
Fighting	0.13
Shooter	0.13
Misc	0.13
Adventure	0.13
Action	0.13
Racing	0.13
Fighting	0.13
Sports	0.13
Strategy	0.13
Simulation	0.13
Puzzle	0.13
Platform	0.13
Simulation	0.13
Misc	0.13
Puzzle	0.13
Shooter	0.13
Action	0.13
Misc	0.13
Shooter	0.13
Shooter	0.13
Platform	0.13
Puzzle	0.13
Misc	0.13
Action	0.13
Role-Playing	0.13
Misc	0.13
Puzzle	0.13
Shooter	0.13
Sports	0.13
Sports	0.13
Action	0.13
Role-Playing	0.13
Action	0.13
Role-Playing	0.13
Puzzle	0.13
Sports	0.13
Misc	0.13
Misc	0.13
Role-Playing	0.13
Action	0.13
Platform	0.13
Role-Playing	0.13
Action	0.13
Racing	0.13
Sports	0.13
Action	0.13
Action	0.13
Racing	0.13
Shooter	0.13
Sports	0.13
Fighting	0.13
Puzzle	0.13
Action	0.13
Shooter	0.13
Sports	0.13
Action	0.13
Role-Playing	0.13
Shooter	0.13
Platform	0.13
Misc	0.13
Sports	0.13
Action	0.13
Action	0.13
Platform	0.13
Racing	0.13
Action	0.13
Action	0.13
Action	0.13
Action	0.13
Misc	0.13
Simulation	0.13
Platform	0.13
Shooter	0.13
Action	0.13
Action	0.13
Misc	0.13
Action	0.13
Sports	0.13
Sports	0.13
Strategy	0.13
Sports	0.13
Sports	0.13
Misc	0.13
Action	0.13
Action	0.13
Racing	0.13
Misc	0.13
Puzzle	0.13
Simulation	0.13
Adventure	0.13
Sports	0.13
Racing	0.13
Action	0.13
Racing	0.13
Simulation	0.13
Misc	0.13
Misc	0.13
Sports	0.13
Simulation	0.13
Sports	0.13
Adventure	0.13
Sports	0.13
Adventure	0.13
Racing	0.13
Fighting	0.13
Platform	0.13
Adventure	0.13
Sports	0.13
Platform	0.13
Role-Playing	0.13
Role-Playing	0.13
Platform	0.13
Platform	0.13
Racing	0.13
Puzzle	0.13
Racing	0.13
Action	0.13
Role-Playing	0.13
Misc	0.13
Action	0.13
Sports	0.13
Strategy	0.13
Action	0.13
Sports	0.13
Adventure	0.13
Misc	0.13
Racing	0.13
Shooter	0.13
Strategy	0.13
Role-Playing	0.13
Action	0.13
Misc	0.13
Shooter	0.13
Action	0.13
Role-Playing	0.13
Racing	0.13
Sports	0.13
Shooter	0.13
Shooter	0.13
Fighting	0.13
Sports	0.13
Shooter	0.13
Shooter	0.13
Role-Playing	0.13
Shooter	0.13
Fighting	0.13
Sports	0.13
Shooter	0.13
Sports	0.13
Simulation	0.13
Racing	0.12
Platform	0.12
Role-Playing	0.12
Action	0.12
Sports	0.12
Adventure	0.12
Action	0.12
Platform	0.12
Sports	0.12
Simulation	0.12
Platform	0.12
Racing	0.12
Sports	0.12
Action	0.12
Fighting	0.12
Fighting	0.12
Racing	0.12
Misc	0.12
Action	0.12
Role-Playing	0.12
Puzzle	0.12
Sports	0.12
Action	0.12
Strategy	0.12
Adventure	0.12
Action	0.12
Action	0.12
Strategy	0.12
Simulation	0.12
Shooter	0.12
Simulation	0.12
Action	0.12
Action	0.12
Action	0.12
Racing	0.12
Fighting	0.12
Shooter	0.12
Adventure	0.12
Action	0.12
Puzzle	0.12
Fighting	0.12
Racing	0.12
Shooter	0.12
Misc	0.12
Fighting	0.12
Sports	0.12
Action	0.12
Sports	0.12
Platform	0.12
Role-Playing	0.12
Misc	0.12
Adventure	0.12
Puzzle	0.12
Sports	0.12
Role-Playing	0.12
Action	0.12
Action	0.12
Simulation	0.12
Strategy	0.12
Fighting	0.12
Adventure	0.12
Puzzle	0.12
Action	0.12
Fighting	0.12
Action	0.12
Puzzle	0.12
Strategy	0.12
Role-Playing	0.12
Action	0.12
Action	0.12
Platform	0.12
Racing	0.12
Role-Playing	0.12
Platform	0.12
Racing	0.12
Puzzle	0.12
Misc	0.12
Fighting	0.12
Role-Playing	0.12
Role-Playing	0.12
Adventure	0.12
Sports	0.12
Adventure	0.12
Shooter	0.12
Strategy	0.12
Role-Playing	0.12
Puzzle	0.12
Fighting	0.12
Racing	0.12
Racing	0.12
Sports	0.12
Strategy	0.12
Shooter	0.12
Strategy	0.12
Puzzle	0.12
Action	0.12
Sports	0.12
Shooter	0.12
Role-Playing	0.12
Misc	0.12
Platform	0.12
Shooter	0.12
Action	0.12
Action	0.12
Action	0.12
Adventure	0.12
Racing	0.12
Misc	0.12
Racing	0.12
Adventure	0.12
Action	0.12
Platform	0.12
Action	0.12
Platform	0.12
Adventure	0.12
Simulation	0.12
Role-Playing	0.12
Sports	0.12
Action	0.12
Shooter	0.12
Shooter	0.12
Strategy	0.12
Role-Playing	0.12
Action	0.12
Misc	0.12
Sports	0.12
Fighting	0.12
Racing	0.12
Puzzle	0.12
Adventure	0.12
Sports	0.12
Misc	0.12
Racing	0.12
Misc	0.12
Fighting	0.12
Role-Playing	0.12
Adventure	0.12
Racing	0.12
Adventure	0.12
Role-Playing	0.12
Platform	0.12
Puzzle	0.12
Simulation	0.12
Action	0.12
Platform	0.12
Action	0.12
Platform	0.12
Strategy	0.12
Sports	0.12
Fighting	0.12
Action	0.12
Misc	0.12
Simulation	0.12
Action	0.12
Simulation	0.12
Action	0.12
Misc	0.12
Sports	0.12
Sports	0.12
Platform	0.12
Platform	0.12
Simulation	0.12
Fighting	0.12
Adventure	0.12
Role-Playing	0.12
Puzzle	0.12
Sports	0.12
Puzzle	0.12
Platform	0.12
Action	0.12
Role-Playing	0.12
Sports	0.12
Racing	0.12
Racing	0.12
Sports	0.12
Strategy	0.12
Racing	0.12
Action	0.12
Fighting	0.12
Role-Playing	0.12
Racing	0.12
Action	0.12
Misc	0.12
Sports	0.12
Platform	0.12
Racing	0.12
Role-Playing	0.12
Strategy	0.12
Racing	0.12
Platform	0.12
Misc	0.12
Shooter	0.12
Misc	0.12
Action	0.12
Racing	0.12
Strategy	0.12
Strategy	0.12
Misc	0.12
Sports	0.12
Puzzle	0.12
Role-Playing	0.12
Adventure	0.12
Racing	0.12
Misc	0.12
Misc	0.12
Sports	0.12
Misc	0.12
Role-Playing	0.12
Sports	0.12
Role-Playing	0.12
Sports	0.12
Misc	0.12
Sports	0.12
Shooter	0.12
Platform	0.12
Fighting	0.12
Sports	0.12
Sports	0.12
Platform	0.12
Sports	0.12
Action	0.12
Racing	0.12
Misc	0.12
Platform	0.12
Misc	0.12
Shooter	0.12
Racing	0.12
